######################################################################
                        ALTERNATIVES GENERATED
######################################################################
+------+-------+-------+--------+-------+-------+-------+------------+
|  i   |   k1  |   k2  |   k3   |   e1  |   e2  |   e3  | worse_than |
| 575  | 7.028 | 0.944 | 30.457 | 0.349 | 0.489 | 0.676 |    1983    |
| 576  | 5.446 | 0.937 | 36.798 | 0.982 | 0.411 | 0.397 |    1957    |
| 577  | 6.869 |  0.9  | 35.966 | 0.412 |  0.0  | 0.433 |    1997    |
| 578  | 6.826 | 0.908 |  32.4  |  0.43 | 0.089 |  0.59 |    1997    |
| 579  | 6.915 | 0.915 | 33.187 | 0.394 | 0.167 | 0.556 |    1988    |
| 580  | 7.327 | 0.957 | 25.788 | 0.229 | 0.633 | 0.882 |    1980    |
| 581  | 6.273 | 0.952 | 45.176 | 0.651 | 0.578 | 0.027 |    1999    |
| 582  | 7.431 | 0.906 | 26.727 | 0.188 | 0.067 |  0.84 |    1982    |
| 583  |  7.64 | 0.947 | 43.386 | 0.104 | 0.522 | 0.106 |    1999    |
| 584  | 5.743 | 0.968 | 29.038 | 0.863 | 0.756 | 0.738 |    1980    |
| 585  | 5.561 | 0.936 | 28.985 | 0.936 |  0.4  | 0.741 |    1832    |
| 586  | 5.557 | 0.975 | 34.772 | 0.937 | 0.833 | 0.486 |    1739    |
| 587  | 6.423 |  0.92 | 29.737 | 0.591 | 0.222 | 0.708 |    1988    |
| 588  | 5.956 | 0.924 | 28.327 | 0.778 | 0.267 |  0.77 |    1988    |
| 589  | 7.323 |  0.94 | 42.733 | 0.231 | 0.444 | 0.135 |    1999    |
| 590  | 7.053 | 0.958 | 42.418 | 0.339 | 0.644 | 0.149 |    1983    |
| 591  | 7.118 | 0.935 | 39.201 | 0.313 | 0.389 | 0.291 |    1983    |
| 592  | 7.268 | 0.933 | 24.104 | 0.253 | 0.367 | 0.956 |    1886    |
| 593  | 5.978 | 0.903 | 38.915 | 0.769 | 0.033 | 0.303 |    1997    |
| 594  | 7.207 | 0.951 | 40.413 | 0.277 | 0.567 | 0.237 |    1983    |
| 595  | 6.044 | 0.951 | 29.495 | 0.742 | 0.567 | 0.718 |    1980    |
| 596  | 7.009 | 0.979 | 35.619 | 0.356 | 0.878 | 0.449 |    1980    |
| 597  | 6.918 | 0.942 | 28.927 | 0.393 | 0.467 | 0.743 |    1980    |
| 598  | 6.253 | 0.958 | 31.471 | 0.659 | 0.644 | 0.631 |    1983    |
| 599  | 5.785 | 0.961 | 44.469 | 0.846 | 0.678 | 0.059 |    1980    |
| 600  | 6.084 | 0.959 | 25.149 | 0.726 | 0.656 |  0.91 |    1980    |
| 601  | 7.846 | 0.964 | 44.945 | 0.022 | 0.711 | 0.038 |    1999    |
| 602  | 7.418 | 0.936 | 38.647 | 0.193 |  0.4  | 0.315 |    1998    |
| 603  | 7.845 | 0.914 | 41.447 | 0.022 | 0.156 | 0.192 |    1998    |
| 604  | 7.077 | 0.974 | 39.241 | 0.329 | 0.822 | 0.289 |    1980    |
| 605  | 5.569 | 0.981 | 40.212 | 0.932 |  0.9  | 0.246 |    1845    |
| 606  | 7.446 | 0.948 | 24.927 | 0.182 | 0.533 |  0.92 |    1882    |
| 607  | 6.129 | 0.904 | 36.231 | 0.708 | 0.044 | 0.422 |    1997    |
| 608  | 5.631 | 0.902 | 40.862 | 0.908 | 0.022 | 0.218 |    1992    |
| 609  | 6.378 |  0.98 | 42.663 | 0.609 | 0.889 | 0.138 |    1980    |
| 610  | 7.435 | 0.909 | 29.201 | 0.186 |  0.1  | 0.731 |    1988    |
| 611  | 5.708 | 0.903 | 41.788 | 0.877 | 0.033 | 0.177 |    1992    |
| 612  | 7.779 | 0.923 | 27.912 | 0.048 | 0.256 | 0.788 |    1994    |
| 613  |  7.39 | 0.968 | 41.214 | 0.204 | 0.756 | 0.202 |    1983    |
| 614  | 6.499 | 0.923 | 28.876 |  0.56 | 0.256 | 0.746 |    1988    |
| 615  | 5.608 | 0.983 | 33.945 | 0.917 | 0.922 | 0.522 |    1711    |
| 616  | 7.382 |  0.96 | 36.312 | 0.207 | 0.667 | 0.418 |    1983    |
| 617  | 6.926 | 0.985 | 30.424 |  0.39 | 0.944 | 0.677 |    1932    |
| 618  | 7.896 | 0.938 | 38.251 | 0.002 | 0.422 | 0.333 |    1998    |
| 619  | 5.877 | 0.906 | 45.167 | 0.809 | 0.067 | 0.028 |    1997    |
| 620  | 6.666 | 0.941 | 31.28  | 0.494 | 0.456 |  0.64 |    1983    |
| 621  | 7.549 | 0.923 | 24.601 |  0.14 | 0.256 | 0.934 |    1954    |
| 622  | 7.435 |  0.98 | 29.518 | 0.186 | 0.889 | 0.717 |    1980    |
| 623  | 5.579 | 0.987 | 29.599 | 0.928 | 0.967 | 0.714 |    None    |
| 624  | 5.819 | 0.939 | 44.332 | 0.832 | 0.433 | 0.065 |    1980    |
| 625  | 5.773 | 0.951 | 41.594 | 0.851 | 0.567 | 0.185 |    1980    |
| 626  | 6.785 | 0.972 | 38.757 | 0.446 |  0.8  |  0.31 |    1980    |
| 627  | 7.451 | 0.958 | 31.251 |  0.18 | 0.644 | 0.641 |    1983    |
| 628  | 7.498 | 0.979 | 43.299 | 0.161 | 0.878 |  0.11 |    1999    |
| 629  | 7.013 | 0.988 | 31.693 | 0.355 | 0.978 | 0.621 |    1509    |
| 630  | 6.762 | 0.933 | 29.739 | 0.455 | 0.367 | 0.708 |    1980    |
| 631  |  7.65 | 0.929 | 38.441 |  0.1  | 0.322 | 0.324 |    1998    |
| 632  | 7.822 | 0.953 | 42.65  | 0.031 | 0.589 | 0.139 |    1998    |
| 633  | 6.674 | 0.961 | 45.764 |  0.49 | 0.678 | 0.002 |    1999    |
| 634  | 5.591 | 0.926 | 42.543 | 0.924 | 0.289 | 0.143 |    1967    |
| 635  | 7.158 | 0.911 | 24.072 | 0.297 | 0.122 | 0.957 |    1886    |
| 636  | 7.687 | 0.904 | 29.609 | 0.085 | 0.044 | 0.713 |    1988    |
| 637  | 7.721 | 0.907 | 23.558 | 0.072 | 0.078 |  0.98 |    1886    |
| 638  | 6.874 | 0.917 | 30.25  |  0.41 | 0.189 | 0.685 |    1988    |
| 639  | 5.977 | 0.961 | 43.546 | 0.769 | 0.678 | 0.099 |    1983    |
| 640  | 6.032 | 0.959 | 32.848 | 0.747 | 0.656 | 0.571 |    1983    |
| 641  | 7.029 | 0.976 | 42.606 | 0.348 | 0.844 | 0.141 |    1980    |
| 642  | 6.082 | 0.928 | 44.456 | 0.727 | 0.311 | 0.059 |    1988    |
| 643  | 6.312 | 0.939 | 42.57  | 0.635 | 0.433 | 0.142 |    1983    |
| 644  | 6.847 | 0.921 | 39.188 | 0.421 | 0.233 | 0.291 |    1988    |
| 645  | 7.841 | 0.973 | 36.317 | 0.024 | 0.811 | 0.418 |    1994    |
| 646  | 7.811 | 0.954 | 25.779 | 0.036 |  0.6  | 0.882 |    1994    |
| 647  | 5.552 | 0.987 |  28.0  | 0.939 | 0.967 | 0.784 |    None    |
| 648  | 5.672 | 0.963 | 37.191 | 0.891 |  0.7  | 0.379 |    1980    |
| 649  | 5.424 | 0.935 | 35.396 |  0.99 | 0.389 | 0.458 |    1957    |
| 650  | 5.916 | 0.941 | 25.294 | 0.794 | 0.456 | 0.903 |    1980    |
| 651  | 6.991 | 0.929 | 28.471 | 0.364 | 0.322 | 0.763 |    1988    |
| 652  | 6.071 |  0.92 | 38.316 | 0.732 | 0.222 |  0.33 |    1988    |
| 653  |  6.76 | 0.962 | 30.816 | 0.456 | 0.689 |  0.66 |    1983    |
| 654  | 6.345 | 0.919 | 41.394 | 0.622 | 0.211 | 0.194 |    1988    |
| 655  | 5.945 |  0.91 | 37.857 | 0.782 | 0.111 |  0.35 |    1997    |
| 656  |  7.41 |  0.96 |  23.7  | 0.196 | 0.667 | 0.974 |    1832    |
| 657  | 7.801 | 0.932 | 39.555 |  0.04 | 0.356 | 0.275 |    1998    |
| 658  | 6.057 | 0.982 | 45.08  | 0.737 | 0.911 | 0.032 |    1980    |
| 659  | 6.803 | 0.906 | 31.903 | 0.439 | 0.067 | 0.612 |    1997    |
| 660  | 6.933 | 0.961 | 34.872 | 0.387 | 0.678 | 0.481 |    1983    |
| 661  | 7.464 | 0.972 | 31.24  | 0.174 |  0.8  | 0.641 |    1980    |
| 662  | 5.693 | 0.966 | 29.714 | 0.883 | 0.733 | 0.709 |    1980    |
| 663  |  6.18 | 0.925 | 40.268 | 0.688 | 0.278 | 0.244 |    1988    |
| 664  | 6.038 | 0.939 | 23.115 | 0.745 | 0.433 | 0.999 |    None    |
| 665  | 6.003 | 0.958 | 35.096 | 0.759 | 0.644 | 0.472 |    1983    |
| 666  | 6.044 | 0.952 | 39.766 | 0.742 | 0.578 | 0.266 |    1983    |
| 667  | 6.409 | 0.902 | 29.643 | 0.596 | 0.022 | 0.712 |    1988    |
| 668  | 5.786 | 0.942 | 40.846 | 0.846 | 0.467 | 0.218 |    1980    |
| 669  | 7.502 | 0.964 | 44.778 | 0.159 | 0.711 | 0.045 |    1999    |
| 670  | 6.133 | 0.977 | 29.212 | 0.707 | 0.856 | 0.731 |    1980    |
| 671  | 6.441 | 0.969 | 30.693 | 0.584 | 0.767 | 0.666 |    1980    |
| 672  |  6.77 | 0.932 | 44.709 | 0.452 | 0.356 | 0.048 |    1999    |
| 673  | 6.686 |  0.91 | 36.449 | 0.486 | 0.111 | 0.412 |    1997    |
| 674  | 6.087 | 0.951 | 40.361 | 0.725 | 0.567 |  0.24 |    1983    |
| 675  | 6.061 | 0.953 | 27.547 | 0.736 | 0.589 | 0.804 |    1980    |
| 676  | 6.828 | 0.905 | 41.546 | 0.429 | 0.056 | 0.187 |    1997    |
| 677  | 6.731 | 0.934 | 28.596 | 0.468 | 0.378 | 0.758 |    1980    |
| 678  | 6.062 | 0.912 | 25.144 | 0.735 | 0.133 |  0.91 |    1980    |
| 679  | 7.258 | 0.923 | 25.457 | 0.257 | 0.256 | 0.896 |    1980    |
| 680  | 6.878 | 0.903 | 32.178 | 0.409 | 0.033 |  0.6  |    1997    |
| 681  | 6.079 | 0.965 | 40.453 | 0.728 | 0.722 | 0.236 |    1983    |
| 682  | 7.022 | 0.937 | 29.138 | 0.351 | 0.411 | 0.734 |    1980    |
| 683  | 5.865 | 0.912 | 28.085 | 0.814 | 0.133 |  0.78 |    1988    |
| 684  | 5.991 | 0.901 | 31.761 | 0.764 | 0.011 | 0.618 |    1997    |
| 685  | 7.756 | 0.944 | 33.953 | 0.058 | 0.489 | 0.522 |    1994    |
| 686  | 6.829 | 0.942 | 35.551 | 0.428 | 0.467 | 0.451 |    1983    |
| 687  | 6.628 | 0.983 | 25.619 | 0.509 | 0.922 | 0.889 |    1593    |
| 688  |  6.89 | 0.983 | 35.225 | 0.404 | 0.922 | 0.466 |    1932    |
| 689  | 6.471 | 0.952 | 24.738 | 0.572 | 0.578 | 0.928 |    1832    |
| 690  | 5.496 | 0.903 | 32.286 | 0.962 | 0.033 | 0.595 |    1967    |
| 691  | 5.702 | 0.973 | 36.242 | 0.879 | 0.811 | 0.421 |    1980    |
| 692  | 7.898 | 0.921 | 32.705 | 0.001 | 0.233 | 0.577 |    1994    |
| 693  | 7.759 |  0.97 | 27.528 | 0.056 | 0.778 | 0.805 |    1994    |
| 694  |  5.64 | 0.913 | 35.249 | 0.904 | 0.144 | 0.465 |    1992    |
| 695  |  6.82 | 0.901 | 38.054 | 0.432 | 0.011 | 0.341 |    1997    |
| 696  | 7.649 | 0.944 | 36.378 |  0.1  | 0.489 | 0.415 |    1998    |
| 697  | 6.954 | 0.912 | 25.155 | 0.378 | 0.133 | 0.909 |    1980    |
| 698  | 5.476 | 0.939 | 36.331 |  0.97 | 0.433 | 0.417 |    1957    |
| 699  | 7.315 | 0.983 | 26.308 | 0.234 | 0.922 | 0.859 |    1793    |
| 700  | 5.469 | 0.928 | 24.987 | 0.972 | 0.311 | 0.917 |    1832    |
| 701  | 6.959 | 0.938 | 39.314 | 0.376 | 0.422 | 0.286 |    1983    |
| 702  | 6.377 | 0.955 | 33.21  | 0.609 | 0.611 | 0.555 |    1983    |
| 703  | 5.728 | 0.943 | 31.538 | 0.869 | 0.478 | 0.628 |    1980    |
| 704  | 7.044 | 0.982 | 37.794 | 0.342 | 0.911 | 0.353 |    1980    |
| 705  |  6.24 | 0.962 | 24.093 | 0.664 | 0.689 | 0.956 |    1832    |
| 706  | 7.403 | 0.901 | 26.099 | 0.199 | 0.011 | 0.868 |    1980    |
| 707  | 7.137 |  0.92 | 38.651 | 0.305 | 0.222 | 0.315 |    1988    |
| 708  | 6.319 | 0.943 | 28.983 | 0.632 | 0.478 | 0.741 |    1980    |
| 709  | 7.113 | 0.933 | 41.733 | 0.315 | 0.367 | 0.179 |    1983    |
| 710  | 6.609 | 0.969 | 39.715 | 0.516 | 0.767 | 0.268 |    1980    |
| 711  |  6.93 | 0.924 | 42.883 | 0.388 | 0.267 | 0.129 |    1999    |
| 712  | 7.105 | 0.931 | 45.783 | 0.318 | 0.344 | 0.001 |    1999    |
| 713  | 7.212 | 0.955 | 38.019 | 0.275 | 0.611 | 0.343 |    1983    |
| 714  | 7.439 | 0.902 | 34.983 | 0.184 | 0.022 | 0.477 |    1998    |
| 715  | 6.956 | 0.944 | 43.059 | 0.378 | 0.489 | 0.121 |    1999    |
| 716  | 5.497 | 0.908 | 37.897 | 0.961 | 0.089 | 0.348 |    1967    |
| 717  | 5.933 | 0.926 | 26.125 | 0.787 | 0.289 | 0.867 |    1980    |
| 718  | 6.236 | 0.923 | 30.27  | 0.666 | 0.256 | 0.684 |    1988    |
| 719  | 6.299 | 0.912 | 32.177 |  0.64 | 0.133 |  0.6  |    1997    |
| 720  | 6.506 | 0.972 | 27.607 | 0.558 |  0.8  | 0.801 |    1980    |
| 721  | 7.001 | 0.977 | 26.302 |  0.36 | 0.856 | 0.859 |    1980    |
| 722  | 6.919 | 0.948 | 33.994 | 0.392 | 0.533 |  0.52 |    1983    |
| 723  | 7.269 | 0.969 | 33.694 | 0.252 | 0.767 | 0.533 |    1980    |
| 724  | 7.838 | 0.957 | 37.945 | 0.025 | 0.633 | 0.346 |    1994    |
| 725  | 5.896 | 0.974 | 26.798 | 0.802 | 0.822 | 0.837 |    1980    |
| 726  | 6.436 | 0.913 | 30.616 | 0.586 | 0.144 | 0.669 |    1988    |
| 727  | 7.831 | 0.916 | 28.015 | 0.028 | 0.178 | 0.783 |    1994    |
| 728  | 6.737 | 0.961 | 24.915 | 0.465 | 0.678 |  0.92 |    1882    |
| 729  | 7.675 |  0.91 | 30.682 |  0.09 | 0.111 | 0.666 |    1988    |
| 730  | 5.933 | 0.964 | 41.946 | 0.787 | 0.711 |  0.17 |    1983    |
| 731  | 7.092 | 0.922 | 38.205 | 0.323 | 0.244 | 0.335 |    1988    |
| 732  | 7.836 |  0.97 | 40.074 | 0.026 | 0.778 | 0.252 |    1994    |
| 733  | 5.769 | 0.971 | 38.622 | 0.852 | 0.789 | 0.316 |    1980    |
| 734  | 7.386 |  0.97 | 34.812 | 0.206 | 0.778 | 0.484 |    1980    |
| 735  | 5.842 | 0.914 | 33.549 | 0.823 | 0.156 |  0.54 |    1988    |
| 736  | 7.472 | 0.916 | 39.962 | 0.171 | 0.178 | 0.257 |    1998    |
| 737  | 6.425 | 0.933 | 25.298 |  0.59 | 0.367 | 0.903 |    1980    |
| 738  | 6.219 | 0.928 | 29.684 | 0.672 | 0.311 |  0.71 |    1988    |
| 739  | 5.897 | 0.982 | 34.546 | 0.801 | 0.911 | 0.496 |    1980    |
| 740  | 5.413 | 0.983 | 30.764 | 0.995 | 0.922 | 0.662 |    None    |
| 741  | 5.934 | 0.982 | 32.207 | 0.786 | 0.911 | 0.599 |    1980    |
| 742  |  7.53 | 0.932 | 29.81  | 0.148 | 0.356 | 0.704 |    1988    |
| 743  | 6.422 | 0.988 | 42.166 | 0.591 | 0.978 |  0.16 |    1351    |
| 744  | 5.747 |  0.94 | 38.053 | 0.861 | 0.444 | 0.341 |    1980    |
| 745  | 6.465 |  0.97 | 45.436 | 0.574 | 0.778 | 0.016 |    1999    |
| 746  | 7.195 | 0.972 | 32.311 | 0.282 |  0.8  | 0.594 |    1980    |
| 747  |  7.25 | 0.954 | 41.161 |  0.26 |  0.6  | 0.204 |    1983    |
| 748  | 6.484 | 0.922 | 28.24  | 0.566 | 0.244 | 0.774 |    1988    |
| 749  | 7.652 |  0.96 | 44.276 | 0.099 | 0.667 | 0.067 |    1999    |
| 750  | 7.258 | 0.981 | 37.076 | 0.257 |  0.9  | 0.384 |    1980    |
| 751  |  5.64 | 0.967 | 33.085 | 0.904 | 0.744 |  0.56 |    1980    |
| 752  | 6.866 | 0.919 | 28.783 | 0.414 | 0.211 |  0.75 |    1988    |
| 753  | 5.918 | 0.943 | 42.186 | 0.793 | 0.478 | 0.159 |    1983    |
| 754  | 6.999 | 0.937 | 30.93  |  0.36 | 0.411 | 0.655 |    1983    |
| 755  | 7.832 |  0.96 | 33.434 | 0.027 | 0.667 | 0.545 |    1994    |
| 756  | 7.586 | 0.911 | 40.176 | 0.126 | 0.122 | 0.248 |    1998    |
| 757  | 7.604 | 0.941 | 42.43  | 0.118 | 0.456 | 0.148 |    1998    |
| 758  |  5.81 | 0.915 | 27.776 | 0.836 | 0.167 | 0.794 |    1988    |
| 759  | 6.732 | 0.946 | 32.124 | 0.467 | 0.511 | 0.602 |    1983    |
| 760  |  6.37 | 0.961 | 29.415 | 0.612 | 0.678 | 0.722 |    1980    |
| 761  | 7.811 | 0.945 | 43.862 | 0.036 |  0.5  | 0.085 |    1999    |
| 762  | 7.181 | 0.989 | 37.805 | 0.288 | 0.989 | 0.352 |    1060    |
| 763  | 5.861 | 0.935 | 34.926 | 0.816 | 0.389 | 0.479 |    1980    |
| 764  | 6.554 | 0.929 | 30.326 | 0.538 | 0.322 | 0.682 |    1988    |
| 765  | 5.451 | 0.928 | 27.079 |  0.98 | 0.311 | 0.825 |    1832    |
| 766  |  7.17 | 0.929 | 27.666 | 0.292 | 0.322 | 0.799 |    1988    |
| 767  | 6.346 | 0.962 | 30.072 | 0.622 | 0.689 | 0.693 |    1983    |
| 768  | 7.503 |  0.96 | 25.461 | 0.159 | 0.667 | 0.896 |    1980    |
| 769  | 6.416 | 0.908 | 38.767 | 0.594 | 0.089 |  0.31 |    1997    |
| 770  | 6.929 | 0.903 | 39.074 | 0.388 | 0.033 | 0.296 |    1997    |
| 771  | 6.865 | 0.977 | 40.967 | 0.414 | 0.856 | 0.213 |    1980    |
| 772  | 7.301 | 0.974 | 34.412 |  0.24 | 0.822 | 0.502 |    1980    |
| 773  | 5.578 |  0.98 | 31.322 | 0.929 | 0.889 | 0.638 |    1739    |
| 774  | 5.749 | 0.979 | 40.986 |  0.86 | 0.878 | 0.212 |    1980    |
| 775  |  6.97 | 0.926 | 29.656 | 0.372 | 0.289 | 0.711 |    1988    |
| 776  | 5.576 | 0.957 | 45.183 |  0.93 | 0.633 | 0.027 |    1957    |
| 777  | 6.192 | 0.911 | 27.136 | 0.683 | 0.122 | 0.822 |    1982    |
| 778  | 6.497 | 0.973 | 32.759 | 0.561 | 0.811 | 0.574 |    1980    |
| 779  | 7.347 |  0.91 | 33.694 | 0.221 | 0.111 | 0.533 |    1997    |
| 780  | 7.059 | 0.918 | 35.241 | 0.336 |  0.2  | 0.465 |    1988    |
| 781  | 5.733 | 0.965 | 42.886 | 0.867 | 0.722 | 0.128 |    1980    |
| 782  | 7.126 | 0.983 | 31.254 |  0.31 | 0.922 | 0.641 |    1932    |
| 783  | 6.953 | 0.909 | 27.592 | 0.379 |  0.1  | 0.802 |    1988    |
| 784  |  6.08 | 0.943 | 36.979 | 0.728 | 0.478 | 0.389 |    1983    |
| 785  | 5.783 | 0.936 | 23.417 | 0.847 |  0.4  | 0.986 |    1886    |
| 786  |  6.93 | 0.915 | 36.446 | 0.388 | 0.167 | 0.412 |    1992    |
| 787  | 6.199 | 0.979 | 26.664 |  0.68 | 0.878 | 0.843 |    1980    |
| 788  | 6.132 |  0.98 | 23.222 | 0.707 | 0.889 | 0.995 |    None    |
| 789  |  6.45 | 0.949 | 41.597 |  0.58 | 0.544 | 0.185 |    1983    |
| 790  | 6.128 | 0.976 |  24.0  | 0.709 | 0.844 |  0.96 |    1494    |
| 791  | 5.826 | 0.924 | 39.222 |  0.83 | 0.267 |  0.29 |    1988    |
| 792  |  7.32 | 0.959 | 28.468 | 0.232 | 0.656 | 0.764 |    1980    |
| 793  | 5.838 |  0.96 | 35.384 | 0.825 | 0.667 | 0.459 |    1980    |
| 794  | 5.744 | 0.927 | 39.154 | 0.862 |  0.3  | 0.293 |    1988    |
| 795  | 6.253 | 0.946 | 24.644 | 0.659 | 0.511 | 0.932 |    1832    |
| 796  | 7.392 | 0.909 | 24.189 | 0.203 |  0.1  | 0.952 |    1886    |
| 797  | 7.743 | 0.985 | 31.629 | 0.063 | 0.944 | 0.624 |    1994    |
| 798  |  6.11 | 0.953 | 40.06  | 0.716 | 0.589 | 0.253 |    1983    |
| 799  | 7.356 | 0.959 | 33.765 | 0.218 | 0.656 |  0.53 |    1983    |
| 800  | 6.113 | 0.981 | 28.218 | 0.715 |  0.9  | 0.775 |    1980    |
| 801  | 6.507 | 0.981 | 36.373 | 0.557 |  0.9  | 0.415 |    1980    |
| 802  | 7.401 | 0.977 | 27.73  |  0.2  | 0.856 | 0.796 |    1980    |
| 803  | 6.129 | 0.935 | 44.433 | 0.708 | 0.389 |  0.06 |    1999    |
| 804  | 5.474 | 0.925 | 35.784 |  0.97 | 0.278 | 0.441 |    1967    |
| 805  | 7.272 | 0.932 | 38.725 | 0.251 | 0.356 | 0.312 |    1988    |
| 806  | 6.703 | 0.933 | 28.11  | 0.479 | 0.367 | 0.779 |    1980    |
| 807  | 6.137 | 0.906 | 39.143 | 0.705 | 0.067 | 0.293 |    1997    |
| 808  | 6.619 | 0.987 | 37.326 | 0.512 | 0.967 | 0.373 |    1932    |
| 809  | 7.408 | 0.923 | 34.755 | 0.197 | 0.256 | 0.487 |    1998    |
| 810  | 7.515 |  0.98 | 27.981 | 0.154 | 0.889 | 0.785 |    1980    |
| 811  |  7.23 | 0.988 | 35.083 | 0.268 | 0.978 | 0.472 |    1509    |
| 812  | 7.455 | 0.936 | 26.091 | 0.178 |  0.4  | 0.868 |    1980    |
| 813  | 6.411 | 0.939 | 24.839 | 0.596 | 0.433 | 0.923 |    1886    |
| 814  | 5.427 | 0.906 | 29.113 | 0.989 | 0.067 | 0.735 |    1954    |
| 815  |  5.57 | 0.912 | 36.306 | 0.932 | 0.133 | 0.418 |    1992    |
| 816  | 5.858 | 0.909 | 23.475 | 0.817 |  0.1  | 0.983 |    1886    |
| 817  | 7.697 | 0.919 | 28.542 | 0.081 | 0.211 |  0.76 |    1994    |
| 818  | 7.283 | 0.929 | 35.847 | 0.247 | 0.322 | 0.438 |    1988    |
| 819  | 7.431 | 0.957 | 32.141 | 0.188 | 0.633 | 0.602 |    1983    |
| 820  | 5.828 | 0.946 | 45.033 | 0.829 | 0.511 | 0.034 |    1995    |
| 821  |  6.37 | 0.908 | 33.196 | 0.612 | 0.089 | 0.555 |    1997    |
| 822  | 5.644 | 0.987 | 23.397 | 0.902 | 0.967 | 0.987 |    None    |
| 823  | 5.668 | 0.959 | 26.749 | 0.893 | 0.656 | 0.839 |    1980    |
| 824  | 7.696 | 0.962 | 42.644 | 0.082 | 0.689 | 0.139 |    1994    |
| 825  | 6.953 | 0.983 | 34.599 | 0.379 | 0.922 | 0.493 |    1932    |
| 826  | 6.804 | 0.953 | 33.074 | 0.438 | 0.589 | 0.561 |    1983    |
| 827  | 6.846 | 0.912 | 41.95  | 0.422 | 0.133 |  0.17 |    1997    |
| 828  |  6.73 | 0.949 | 45.584 | 0.468 | 0.544 |  0.01 |    1999    |
| 829  | 5.869 | 0.988 | 37.366 | 0.812 | 0.978 | 0.372 |    198     |
| 830  | 7.185 | 0.906 | 45.519 | 0.286 | 0.067 | 0.012 |    1999    |
| 831  | 6.792 | 0.924 | 39.391 | 0.443 | 0.267 | 0.282 |    1988    |
| 832  | 5.637 | 0.926 | 27.671 | 0.905 | 0.289 | 0.799 |    1988    |
| 833  | 6.121 | 0.927 | 37.81  | 0.712 |  0.3  | 0.352 |    1988    |
| 834  | 7.079 | 0.926 | 38.599 | 0.328 | 0.289 | 0.317 |    1988    |
| 835  | 7.777 | 0.926 | 36.074 | 0.049 | 0.289 | 0.428 |    1998    |
| 836  | 5.651 | 0.951 | 30.263 |  0.9  | 0.567 | 0.684 |    1980    |
| 837  | 5.545 | 0.985 | 30.729 | 0.942 | 0.944 | 0.664 |    None    |
| 838  | 5.507 | 0.905 | 28.136 | 0.957 | 0.056 | 0.778 |    1954    |
| 839  | 7.217 |  0.96 | 42.884 | 0.273 | 0.667 | 0.128 |    1999    |
| 840  | 7.453 | 0.981 | 29.571 | 0.179 |  0.9  | 0.715 |    1980    |
| 841  | 6.051 | 0.981 | 31.018 |  0.74 |  0.9  | 0.651 |    1980    |
| 842  |  6.04 |  0.95 | 28.613 | 0.744 | 0.556 | 0.757 |    1980    |
| 843  | 6.826 | 0.979 | 45.154 |  0.43 | 0.878 | 0.028 |    1999    |
| 844  | 7.745 | 0.984 | 37.598 | 0.062 | 0.933 | 0.361 |    1994    |
| 845  | 6.985 | 0.947 | 35.383 | 0.366 | 0.522 | 0.459 |    1983    |
| 846  | 6.926 | 0.963 | 44.99  |  0.39 |  0.7  | 0.036 |    1999    |
| 847  | 5.904 | 0.986 | 35.109 | 0.798 | 0.956 | 0.471 |    1932    |
| 848  | 6.582 | 0.979 | 32.29  | 0.527 | 0.878 | 0.595 |    1980    |
| 849  | 5.916 | 0.956 | 35.032 | 0.794 | 0.622 | 0.474 |    1983    |
| 850  | 5.485 | 0.912 | 32.101 | 0.966 | 0.133 | 0.603 |    1967    |
| 851  | 7.019 | 0.988 | 29.924 | 0.352 | 0.978 | 0.699 |    1351    |
| 852  | 6.947 | 0.925 | 27.913 | 0.381 | 0.278 | 0.788 |    1988    |
| 853  | 6.813 | 0.919 | 41.58  | 0.435 | 0.211 | 0.186 |    1988    |
| 854  | 6.085 | 0.974 | 28.561 | 0.726 | 0.822 | 0.759 |    1980    |
| 855  | 7.448 | 0.979 | 35.657 | 0.181 | 0.878 | 0.447 |    1980    |
| 856  | 6.584 | 0.942 | 40.255 | 0.526 | 0.467 | 0.244 |    1983    |
| 857  | 5.501 | 0.976 | 30.797 |  0.96 | 0.844 | 0.661 |    1739    |
| 858  | 6.097 | 0.931 | 41.129 | 0.721 | 0.344 | 0.206 |    1988    |
| 859  | 6.453 | 0.901 | 36.428 | 0.579 | 0.011 | 0.413 |    1997    |
| 860  |  6.87 | 0.951 | 32.93  | 0.412 | 0.567 | 0.567 |    1983    |
| 861  | 5.489 | 0.938 | 24.698 | 0.964 | 0.422 |  0.93 |    1832    |
| 862  | 6.902 |  0.93 | 44.873 | 0.399 | 0.333 | 0.041 |    1999    |
| 863  | 5.984 | 0.963 | 27.664 | 0.766 |  0.7  | 0.799 |    1980    |
| 864  | 7.309 |  0.95 | 38.362 | 0.236 | 0.556 | 0.328 |    1998    |
| 865  | 7.523 | 0.922 | 35.616 | 0.151 | 0.244 | 0.449 |    1998    |
| 866  | 7.521 | 0.954 | 27.154 | 0.152 |  0.6  | 0.821 |    1980    |
| 867  | 6.336 | 0.927 | 40.698 | 0.626 |  0.3  | 0.225 |    1988    |
| 868  | 6.688 | 0.958 | 27.524 | 0.485 | 0.644 | 0.805 |    1980    |
| 869  | 7.111 |  0.91 | 32.497 | 0.316 | 0.111 | 0.586 |    1997    |
| 870  | 6.968 | 0.926 | 44.642 | 0.373 | 0.289 | 0.051 |    1999    |
